timestamp,session_id,seq,url,status_code,user_agent,referrer,proxy,dwell_seconds,note,error
2025-11-11T18:18:14.954007,b1f16eca-7e57-4692-a96b-cde192cfe0b5,1,https://makegameblog.vercel.app/about,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,https://www.google.com/,,8.874,human_like,
2025-11-11T18:18:15.454232,aff5f1d5-83d4-4898-9abf-02e96b56b314,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,,,11.265,human_like,
2025-11-11T18:18:15.640554,584f5a1a-57d9-4d64-9f9b-dadd4632675a,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,,,11.54,human_like,
2025-11-11T18:18:16.123790,749389fa-1a90-4eda-88db-c3fef15b3860,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,https://www.google.com/,,6.033,human_like,
2025-11-11T18:18:16.292356,a8029c4b-188f-457f-92ea-237855af6cab,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,13.782,human_like,
2025-11-11T18:18:16.886608,db34c8b0-14a2-4fc7-aeb2-619b4e9d7909,1,https://makegameblog.vercel.app/posts/devlog-2-can-phong-bat-dau-co-hoi-tho,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,https://www.facebook.com/,,10.416,human_like,
2025-11-11T18:18:17.824939,7f3e2be3-3988-48fc-b537-a16e69da47f3,1,https://makegameblog.vercel.app/about,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,https://t.me/example,,0.457,bot,
2025-11-11T18:18:18.448752,cf7ed4dd-4798-4d14-a2b6-49bbd68605f5,1,https://makegameblog.vercel.app/posts/devlog-2-can-phong-bat-dau-co-hoi-tho,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,https://t.me/example,,14.648,human_like,
2025-11-11T18:18:18.685194,7f3e2be3-3988-48fc-b537-a16e69da47f3,2,https://makegameblog.vercel.app/posts/devlog-2-can-phong-bat-dau-co-hoi-tho,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,1.063,bot,
2025-11-11T18:18:18.715660,12bcde5b-2159-4c9d-9f29-5e13fe674c4b,1,https://makegameblog.vercel.app/posts/devlog-2-can-phong-bat-dau-co-hoi-tho,200,curl/7.81.0,https://www.facebook.com/,,10.527,human_like,
2025-11-11T18:18:19.056750,899c1d72-6f04-4e41-93d6-450e0e89771d,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://www.google.com/,,9.227,human_like,
2025-11-11T18:18:19.459327,de96c59f-8b8d-4162-8558-03f1c69b8c87,1,https://makegameblog.vercel.app/about,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/,,0.906,bot,
2025-11-11T18:18:20.003354,d1e55c2a-12be-4c0d-8430-4153ffebc1af,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,https://t.me/example,,16.643,human_like,
2025-11-11T18:18:20.267795,7f3e2be3-3988-48fc-b537-a16e69da47f3,3,https://makegameblog.vercel.app/,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,0.835,bot,
2025-11-11T18:18:20.065093,a9bb8789-d9cc-407b-ae1c-8fbeea2d58e0,1,https://makegameblog.vercel.app/posts/devlog-2-can-phong-bat-dau-co-hoi-tho,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,https://t.me/example,,19.34,human_like,
2025-11-11T18:18:20.563479,4adf192c-8cfe-49f8-bff3-1e9025e8199a,1,https://makegameblog.vercel.app/,200,curl/7.81.0,https://www.facebook.com/,,10.272,human_like,
2025-11-11T18:18:20.767016,de96c59f-8b8d-4162-8558-03f1c69b8c87,2,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://www.facebook.com/,,0.256,bot,
2025-11-11T18:18:21.452802,de96c59f-8b8d-4162-8558-03f1c69b8c87,3,https://makegameblog.vercel.app/about,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,,,1.867,bot,
2025-11-11T18:18:21.328431,39a9fb96-f76f-4868-98dd-4d0a8e71b7d2,1,https://makegameblog.vercel.app/posts/devlog-2-can-phong-bat-dau-co-hoi-tho,200,curl/7.81.0,https://www.facebook.com/,,18.632,human_like,
2025-11-11T18:18:21.592771,7f3e2be3-3988-48fc-b537-a16e69da47f3,4,https://makegameblog.vercel.app/,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,https://www.facebook.com/,,1.743,bot,
2025-11-11T18:18:22.120680,8a0a6e32-e659-4424-9139-4745bc6ca057,1,https://makegameblog.vercel.app/,200,curl/7.81.0,https://t.me/example,,1.767,bot,
2025-11-11T18:18:22.647263,749389fa-1a90-4eda-88db-c3fef15b3860,2,https://makegameblog.vercel.app/posts/devlog-2-can-phong-bat-dau-co-hoi-tho,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://www.google.com/,,10.477,human_like,
2025-11-11T18:18:22.977261,107e910d-180e-41d1-b727-e3823f37a350,1,https://makegameblog.vercel.app/,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://www.google.com/,,17.526,human_like,
2025-11-11T18:18:23.650776,827dd3c8-dc10-4a37-885d-db87197f4d14,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,python-requests/2.28.1,https://www.facebook.com/,,14.276,human_like,
2025-11-11T18:18:23.772745,7f3e2be3-3988-48fc-b537-a16e69da47f3,5,https://makegameblog.vercel.app/about,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://t.me/example,,0.399,bot,
2025-11-11T18:18:23.803505,de96c59f-8b8d-4162-8558-03f1c69b8c87,4,https://makegameblog.vercel.app/about,200,curl/7.81.0,https://www.google.com/,,1.662,bot,
