timestamp,session_id,seq,url,status_code,user_agent,referrer,proxy,dwell_seconds,note,error
2025-11-11T18:04:48.790746,6ccbd9a6-dfc1-449c-8943-7ec120517c70,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/,,1.735,bot,
2025-11-11T18:04:49.477702,233c1a12-3b55-4d44-ae0e-387d527ae1bb,1,https://makegameblog.vercel.app/posts/devlog-2-can-phong-bat-dau-co-hoi-tho,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,4.735,human_like,
2025-11-11T18:04:50.397088,0652cac8-24b3-477d-821e-15da09870ed2,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,curl/7.81.0,https://t.me/example,,11.787,human_like,
2025-11-11T18:04:50.910027,8e11e9c5-e4a5-4cbb-afe5-2dacf363ae20,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,curl/7.81.0,,,4.029,human_like,
2025-11-11T18:04:51.270022,6ccbd9a6-dfc1-449c-8943-7ec120517c70,2,https://makegameblog.vercel.app/about,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://www.google.com/,,1.303,bot,
2025-11-11T18:04:51.739921,6d9081aa-4946-4364-90e8-bdd16ab06f1c,1,https://makegameblog.vercel.app/posts/ngay-dau-tien-tai-vai-studio,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://www.google.com/,,14.817,human_like,
2025-11-11T18:04:52.629708,3f7f5db0-4d0a-46c7-ac5c-c4f851106313,1,https://makegameblog.vercel.app/posts/devlog-2-can-phong-bat-dau-co-hoi-tho,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,,,8.863,human_like,
2025-11-11T18:04:52.973382,6ccbd9a6-dfc1-449c-8943-7ec120517c70,3,https://makegameblog.vercel.app/about,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,,0.748,bot,
2025-11-11T18:04:53.146094,1cb41b2c-b7d4-4410-a9d7-8dd4c245ee10,1,https://makegameblog.vercel.app/about,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,,,17.637,human_like,
2025-11-11T18:04:53.488849,355a44d7-bc33-4212-a85c-2fea1bc55141,1,https://makegameblog.vercel.app/about,200,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,,,13.881,human_like,
